patent_serial,paper_serial,similarity_score,patent_title,patent_year,paper_title,paper_year
PT505,P2569,0.2143,HEAT ENGINE,2022,Development of novel ferrofluidic pumps,2006
PT506,P3672,0.2248,Acoustic Transducer and Method for Driving Same,2015,Synthesis and evaluation of colloidal magnetic iron oxides for the site-specific radiofrequency-induced hyperthermia of cancer,1993
PT506,P3469,0.1712,Acoustic Transducer and Method for Driving Same,2015,Parametric forcing of waves with a nonmonotonic dispersion relation: Domain structures in ferrofluids,1997
PT506,P3507,0.1674,Acoustic Transducer and Method for Driving Same,2015,Direct hopf bifurcation in parametric resonance of hybridized waves,1996
PT507,P224,0.1557,COMBINED SEALING DEVICE FOR A ROTARY SHAFT,2011,Modeling shape deformation of ferrofluid ring section and secondary flow in ferrofluid seals with rectangular polar teeth using BEM and FVM,2024
PT507,P3898,0.1508,COMBINED SEALING DEVICE FOR A ROTARY SHAFT,2011,Sealing with ferrofluids.,1982
PT507,P955,0.1455,COMBINED SEALING DEVICE FOR A ROTARY SHAFT,2011,Experimental Validation and Numerical Simulation of Static Pressure in Multi-Stage Ferrofluid Seals,2019
PT508,P3102,0.1463,METHODS FOR IMPROVED TRANSFER EFFICIENCY IN A MULTI-DIMENSIONAL INDUCTIVE CHARGER,2013,Aspects concerning the dimensioning of the inductive transducers with magnetic fluids,2002
PT508,P816,0.1184,METHODS FOR IMPROVED TRANSFER EFFICIENCY IN A MULTI-DIMENSIONAL INDUCTIVE CHARGER,2013,Heat transfer modeling of a parabolic trough solar collector with working fluid of Fe3O4 and CuO/Therminol 66 nanofluids under magnetic field,2019
PT508,P40,0.1101,METHODS FOR IMPROVED TRANSFER EFFICIENCY IN A MULTI-DIMENSIONAL INDUCTIVE CHARGER,2013,A versatile multilayer liquid–liquid encapsulation technique,2025
PT51,P3901,0.2354,X-RAY TUBE HAVING A FERROFLUID SEAL AND METHOD OF ASSEMBLING SAME,2010,Dynamic loading of a single-stage ferromagnetic liquid seal,1978
PT51,P3846,0.2158,X-RAY TUBE HAVING A FERROFLUID SEAL AND METHOD OF ASSEMBLING SAME,2010,Ferrofluids: a solution searching for problems.,1982
PT51,P2228,0.1723,X-RAY TUBE HAVING A FERROFLUID SEAL AND METHOD OF ASSEMBLING SAME,2010,Mechanical properties of ferrofluid applications: Centering effect and capacity of a seal,2010
PT510,P723,0.2032,"Superconducting device comprising a cooling unit for cooling a rotating, superconductive coil",2006,Effects of magnetic field on heat transfer coefficient in ferrofluid-based computer cooling systems,2020
PT510,P84,0.1896,"Superconducting device comprising a cooling unit for cooling a rotating, superconductive coil",2006,Significance of Magnetic Nano Fluids in Pulsating Heat Pipes–A Review,2025
PT510,P1779,0.1858,"Superconducting device comprising a cooling unit for cooling a rotating, superconductive coil",2006,Experimental investigation on laminar forced convection heat transfer of ferrofluids under an alternating magnetic field,2013
PT511,P1853,0.2898,Heat engine with magnetically linked pistons,2023,Dynamics analysis on the necessity of ferrofluids flowing through porous materials,2012
PT511,P2876,0.2276,Heat engine with magnetically linked pistons,2023,Ferrofluid pipe flow in an oscillating magnetic field,2005
PT511,P2569,0.2143,Heat engine with magnetically linked pistons,2023,Development of novel ferrofluidic pumps,2006
PT512,P3506,0.1044,Controllable ocular phototherapy,2025,Light scattering from ferrofluids in strong magnetic fields,1995
PT512,P1008,0.0847,Controllable ocular phototherapy,2025,Circularly polarized light to study linear magneto-optics for ferrofluids: θ-scan technique,2018
PT512,P1326,0.0842,Controllable ocular phototherapy,2025,Magneto-optic effects in ferrofluids,2016
PT513,P2164,0.1454,Nonvolatile rotation sensor with magnetic particle in serpentine track,2017,"Sensors for monitoring components, systems and processes",2010
PT513,P3514,0.1309,Nonvolatile rotation sensor with magnetic particle in serpentine track,2017,Rotating magnetic field-induced rotations of magnetic holes,1995
PT513,P346,0.1273,Nonvolatile rotation sensor with magnetic particle in serpentine track,2017,Magnetization relaxation dynamics in polydisperse ferrofluids,2023
PT514,P40,0.1556,IMPACT MITIGATING MEMBRANE,2021,A versatile multilayer liquid–liquid encapsulation technique,2025
PT514,P790,0.106,IMPACT MITIGATING MEMBRANE,2021,"From single-core nanoparticles in ferrofluids to multi-core magnetic nanocomposites: Assembly strategies, structure, and magnetic behavior",2020
PT514,P3131,0.091,IMPACT MITIGATING MEMBRANE,2021,Properties of Iron Oxide Particles Prepared in the Presence of Dextran,2002
PT515,P732,0.1527,Sand production control through the use of magnetic forces,2014,Excellent antimicrobial performance of co-doped magnetite double-layered ferrofluids fabricated from natural sand,2020
PT515,P2997,0.0982,Sand production control through the use of magnetic forces,2014,Structural Transformations in Polydisperse Ferrofluids,2003
PT515,P886,0.097,Sand production control through the use of magnetic forces,2014,"Investigation of structural, magnetic and antibacterial activities of CrxFe3−                             xO4 ferrofluids",2019
PT517,P3952,0.3848,"Functionalization of oxidic particle surfaces, particles thus obtained, and the use thereof",2007,MAGNETIC LIQUID O-RINGS WITHSTAND HIGH ROTATIONAL SPEEDS.,1975
PT517,P2188,0.1931,"Functionalization of oxidic particle surfaces, particles thus obtained, and the use thereof",2007,Synthesis and characterization of magnetite particles covered with α-trietoxysilil-polydimethylsiloxane,2010
PT517,P2391,0.1162,"Functionalization of oxidic particle surfaces, particles thus obtained, and the use thereof",2007,Charge-based characterization of nanometric cationic bifunctional maghemite/silica core/shell particles by capillary zone electrophoresis,2009
PT519,P891,0.2068,Compositions magnetic particles covered with gem-bisphosphonate derivatives,2010,"Synthesis and properties of magnetosensitive nanocomposites and ferrofluids based on magnetite, gemcitabine and HER2 antibody",2020
PT519,P555,0.1044,Compositions magnetic particles covered with gem-bisphosphonate derivatives,2010,Magnetic properties of iron oxide nanoparticles with a DMSA-modified surface,2021
PT519,P1566,0.0919,Compositions magnetic particles covered with gem-bisphosphonate derivatives,2010,Preparation of Epoxy-Functionalized Magnetic Polymer Nanospheres for Magnetically Targeted Radiotherapy,2015
PT52,P1867,0.2319,BIOCOMPATIBLE OILY FERROFLUID AND PREPARATION PROCESS,2023,Multifunctional superparamagnetic nanoparticles for enhanced drug transport in cystic fibrosis,2012
PT52,P2404,0.2264,BIOCOMPATIBLE OILY FERROFLUID AND PREPARATION PROCESS,2023,Comparative analysis of the 1H NMR relaxation enhancement produced by iron oxide and core-shell iron-iron oxide nanoparticles,2007
PT52,P2868,0.2174,BIOCOMPATIBLE OILY FERROFLUID AND PREPARATION PROCESS,2023,Synthesis and characterization of monodisperse silica colloids loaded with superparamagnetic iron oxide nanoparticles,2005
PT520,P472,0.1368,"Luminescent, spherical, non-autofluorescent silica gel particles having variable emission intensities and frequencies",2005,Liquid–Liquid Encapsulation of Ferrofluid Using Magnetic Field,2022
PT520,P3312,0.1343,"Luminescent, spherical, non-autofluorescent silica gel particles having variable emission intensities and frequencies",2005,Preparation and magnetisation of a silica-magnetite inverse ferrofluid,1999
PT520,P1541,0.1282,"Luminescent, spherical, non-autofluorescent silica gel particles having variable emission intensities and frequencies",2005,Ferrogels cross-linked by magnetic nanoparticles - Deformation mechanisms in two and three dimensions studied by means of computer simulations,2015
PT523,P3482,0.0669,Magnetic wrench systems,2014,Proceedings of the 1996 IEEE International Magnetics Conference (INTERMAG'96). Part 2 (of 3),1996
PT523,P3710,0.0632,Magnetic wrench systems,2014,MMA '85: EUROPHYSICS CONFERENCE ON MAGNETIC MATERIALS FOR APPLICATIONS.,1985
PT523,P1359,0.0571,Magnetic wrench systems,2014,A novel approach for estimating the magnetization curve of magnetic fluids,2017
PT524,P3844,0.2589,Ferrofluid centered voice coil speaker,2010,FERROFLUIDS AS A MEANS OF CONTROLLING WOOFER DESIGN PARAMETERS.,1981
PT524,P2722,0.1581,Ferrofluid centered voice coil speaker,2010,Couette flow in ferrofluids with magnetic field,2005
PT524,P2139,0.155,Ferrofluid centered voice coil speaker,2010,Flow of ferrofluid in an annular gap in a rotating magnetic field,2010
PT525,P3260,0.2983,Molecular characterization of circulating tumor cells,2017,Optimization of ferrofluids and protocols for the enrichment of breast tumor cells in blood,2001
PT525,P1300,0.2937,Molecular characterization of circulating tumor cells,2017,Biocompatible and label-free separation of cancer cells from cell culture lines from white blood cells in ferrofluids,2017
PT525,P3240,0.2273,Molecular characterization of circulating tumor cells,2017,Cell analysis system based on immunomagnetic cell selection and alignment followed by immunofluorescent analysis using compact disk technologies,2001
PT526,P547,0.1838,ASSEMBLY PROBE UTLIZING A FLUID TO ASSEMBLE COMPONENTS AND SYSTEMS AND METHODS OF USE THEREOF,2017,Impingement-assisted self-assembly of ferrofluid droplets under magnetic field,2021
PT526,P3471,0.1378,ASSEMBLY PROBE UTLIZING A FLUID TO ASSEMBLE COMPONENTS AND SYSTEMS AND METHODS OF USE THEREOF,2017,Orientational ordering transition in a continuous-spin ferrofluid,1998
PT526,P1455,0.1223,ASSEMBLY PROBE UTLIZING A FLUID TO ASSEMBLE COMPONENTS AND SYSTEMS AND METHODS OF USE THEREOF,2017,Dynamics of magnetic assembly of binary colloidal structures,2015
PT527,P1944,0.1747,Devices for pathogen detection,2008,"Microfluidics in engineering, science, and technology education",2012
PT527,P311,0.16,Devices for pathogen detection,2008,Design and Development of a Traveling Wave Ferro-Microfluidic Device and System Rig for Potential Magnetophoretic Cell Separation and Sorting in a Water-Based Ferrofluid,2023
PT527,P1236,0.1499,Devices for pathogen detection,2008,Advances of Particles/Cells Magnetic Manipulation in Microfluidic Chips,2017
PT528,P274,0.1245,Multifunctional particles for enhanced oil recovery,2019,Stable silicone oil based ferrofluids with well low-temperature fluidity applied to magnetic fluid seal,2023
PT528,P1131,0.1145,Multifunctional particles for enhanced oil recovery,2019,"Synthesis of highly stable γ-Fe2O3 ferrofluid dispersed in liquid paraffin, motor oil and sunflower oil for heat transfer applications",2018
PT528,P127,0.1125,Multifunctional particles for enhanced oil recovery,2019,Synthesis and Characterization of Magnetic Nanoparticles and its Study to Displace Oil from a Hele-Shaw Cell,2024
PT529,P3772,0.2615,Optical to magnetic alignment in magnetic tape system,2003,1986 INTERNATIONAL MAGNETICS CONFERENCE (INTERMAG).,1986
PT529,P951,0.1842,Optical to magnetic alignment in magnetic tape system,2003,Iron oxide/PVA flexible magnetic tape engineered by microwave combustion and tape casting,2019
PT529,P3690,0.1732,Optical to magnetic alignment in magnetic tape system,2003,Electro-Optic and Magneto-Optic Materials II,1990
PT53,P3495,0.1388,Ferrofluid magnetic seal,2007,Stamped with the seal of approval,1997
PT53,P3885,0.086,Ferrofluid magnetic seal,2007,DEVELOPMENT OF METHODS OF NONDESTRUCTIVE QUALITY CONTROL FOR FERROFLUIDS.,1982
PT53,P1606,0.0857,Ferrofluid magnetic seal,2007,Electromagnetic microactuator realized by ferrofluid-assisted levitation mechanism,2014
PT531,P250,0.1494,Interactive entertainment device,2000,"Manipulation of Ferrofluid-Wrapped Drops: Translation, Coalescence, and Release",2023
PT531,P581,0.1454,Interactive entertainment device,2000,Tunable Superparamagnetic Ring (tSPRing) for Droplet Manipulation,2021
PT531,P1455,0.1401,Interactive entertainment device,2000,Dynamics of magnetic assembly of binary colloidal structures,2015
PT532,P2556,0.2807,LOW INERTIA SPEAKER,2021,Microscopic observation of ferrofluid droplet formation from a cylindrical channels membrane,2007
PT532,P899,0.1654,LOW INERTIA SPEAKER,2021,Liquid-gas support and lubrication based on a ferrofluid seal,2020
PT532,P1871,0.1493,LOW INERTIA SPEAKER,2021,On the theory of transport phenomena in ferrofluids. Effect of chain-like aggregates,2013
PT534,P2556,0.2081,Flexible membrane for the production of parts made from composite materials,2017,Microscopic observation of ferrofluid droplet formation from a cylindrical channels membrane,2007
PT534,P350,0.1242,Flexible membrane for the production of parts made from composite materials,2017,Nonlinear stability analysis of penetrative convection in ferrofluids via internal heating,2022
PT534,P938,0.104,Flexible membrane for the production of parts made from composite materials,2017,Heat transfer enhancement using ferrofluids,2019
PT537,P3134,0.3677,"RAPID, SEMI-AUTOMATED METHOD TO DETECT RESPIRATORY VIRUS INFECTED CELLS IN DIRECT SPECIMENS",2012,Magnetic field design for selecting and aligning immunomagnetic labeled cells,2002
PT537,P1336,0.315,"RAPID, SEMI-AUTOMATED METHOD TO DETECT RESPIRATORY VIRUS INFECTED CELLS IN DIRECT SPECIMENS",2012,Forensic Applications of Vibrational Spectroscopy,2016
PT537,P3161,0.3043,"RAPID, SEMI-AUTOMATED METHOD TO DETECT RESPIRATORY VIRUS INFECTED CELLS IN DIRECT SPECIMENS",2012,"Immunomagnetic cell separation, imaging, and analysis using Captivate™ ferrofluids",2002
PT539,P1691,0.2096,Bulk synthesis of carbon nanotubes from metallic and ethynyl compounds,2003,Wave propagation of magnetic nanofluid-conveying double-walled carbon nanotubes in the presence of longitudinal magnetic field,2014
PT539,P1407,0.1515,Bulk synthesis of carbon nanotubes from metallic and ethynyl compounds,2003,Pressure dependent magnetization of arc discharge Fe–C soot,2016
PT539,P250,0.1492,Bulk synthesis of carbon nanotubes from metallic and ethynyl compounds,2003,"Manipulation of Ferrofluid-Wrapped Drops: Translation, Coalescence, and Release",2023
PT54,P1843,0.2165,Ferrofluid suspension for image stabilization,2010,A seismic sensor based on IPMC combined with ferrofluids,2012
PT54,P798,0.1998,Ferrofluid suspension for image stabilization,2010,Half-side gold-coated hetero-core fiber for highly sensitive measurement of a vector magnetic field,2020
PT54,P1865,0.1811,Ferrofluid suspension for image stabilization,2010,A ferrofluid infiltrated polymeric microstructured optical fiber sensor for magnetic field measurements,2012
PT543,P2683,0.2922,Variable motion control devices for transmission and other implementations and methods of use thereof,2007,Pattern storage and recognition using ferrofluids,2006
PT543,P592,0.2205,Variable motion control devices for transmission and other implementations and methods of use thereof,2007,Development of a novel wind to electrical energy converter of passive ferrofluid levitation through its parameter modelling and optimization,2021
